Gene	Gene
TSPO2	NDNE
CASC3	NDNE
UAP1	NDNE
CAPRIN2	NDNE
FBRSL1	NDNE
ZNF672	NDNE
IPO5	NDNE
TRAPPC2B	NDNE
CACNA2D4	NDNE
MPP3	NDNE
IPO4	NDNE
ABHD1	NDNE
LDHB	NDNE
SLFN5	NDNE
ZNF589	NDNE
MORN2	NDNE
GLIPR1L1	NDNE
AIMP1	NDNE
PI4K2A	NDNE
HRC	NDNE
MUC2	NDNE
AIF1L	NDNE
MIA-RAB4B	NDNE
TYW1	NDNE
SEC63	NDNE
SNX22	NDNE
SNAP47	NDNE
KIAA1024L	NDNE
PITHD1	NDNE
MCUR1	NDNE
SLC6A7	NDNE
SLC6A18	NDNE
SLA2	NDNE
VRK1	NDNE
OR11G2	NDNE
DEFB105B	NDNE
SIAH1	NDNE
SLAMF9	NDNE
FKBP1B	NDNE
HSPB11	NDNE
IQCE	NDNE
NGB	NDNE
CYTH3	NDNE
OR11H1	NDNE
COX7A2	NDNE
SLC22A18	NDNE
FSHB	NDNE
SPG20-AS1	NDNE
NPL	NDNE
ARHGAP9	NDNE
SERTAD4	NDNE
CTIF	NDNE
TPP2	NDNE
POLA2	NDNE
RAB10	NDNE
NUCB1	NDNE
TEX19	NDNE
RTP3	NDNE
SPEF1	NDNE
REEP2	NDNE
FRAT2	NDNE
MRPL39	NDNE
OR10G2	NDNE
INPP5J	NDNE
PTGES2-AS1	NDNE
FBXO36	NDNE
LECT1	NDNE
ZMYM6	NDNE
IL17RD	NDNE
RTN4RL2	NDNE
WDR54	NDNE
MED4	NDNE
C2orf66	NDNE
MUC17	NDNE
KCTD11	NDNE
OR8A1	NDNE
DOLK	NDNE
MRPL15	NDNE
SNAPC1	NDNE
YME1L1	NDNE
OR2T35	NDNE
IFITM1	NDNE
APOL6	NDNE
C4orf52,SMIM20	NDNE
SSU72	NDNE
TRIM64C	NDNE
VPS51	NDNE
TCN1	NDNE
TM6SF1	NDNE
PPP4R2	NDNE
AMY2B	NDNE
C16orf95	NDNE
SLC51A	NDNE
BOD1L2	NDNE
TMEM30C	NDNE
SH3RF1	NDNE
FCRL4	NDNE
C11orf96	NDNE
NCR3	NDNE
TMEM136	NDNE
CASP14	NDNE
CPLX2	NDNE
ACPT	NDNE
RIOK2	NDNE
HES6	NDNE
TBATA	NDNE
NPFF	NDNE
KRTAP9-8	NDNE
ZNF34	NDNE
CEP128	NDNE
CEBPZOS	NDNE
COX8C	NDNE
KLRC4-KLRK1	NDNE
PCM1	NDNE
ATP5G2	NDNE
HOOK3	NDNE
IFNE	NDNE
ODF3L1	NDNE
SEMA4G	NDNE
CCSAP	NDNE
BCL2L2	NDNE
FAM76B	NDNE
PATL1	NDNE
ETHE1	NDNE
C15orf56	NDNE
LCE3E	NDNE
IL18	NDNE
STX18	NDNE
HEATR3	NDNE
PNPLA3	NDNE
WBSCR17	NDNE
FAM43A	NDNE
ANKRD2	NDNE
LRRC8B	NDNE
CLRN1,USH3A	NDNE
AMBN	NDNE
ANKRD46	NDNE
ADAM21	NDNE
OR4D5	NDNE
UBE2D4	NDNE
TRIM56	NDNE
RGPD8	NDNE
LGALS13	NDNE
RHOQ	NDNE
REEP5	NDNE
C1orf64	NDNE
USP37	NDNE
ZCCHC17	NDNE
DRD4	NDNE
DCLK2	NDNE
TXNDC15	NDNE
CALY	NDNE
CLEC2B	NDNE
SFRP2	NDNE
PFDN5	NDNE
STX12	NDNE
CAMK2A	NDNE
GTF3C3	NDNE
FXYD6-FXYD2	NDNE
PCDH15	NDNE
CDK11A	NDNE
VIPAS39	NDNE
CSGALNACT2	NDNE
DEFB134	NDNE
PARD6B	NDNE
LOH12CR2	NDNE
TSEN34	NDNE
GOLGA7B	NDNE
ASPG	NDNE
LRRTM1	NDNE
GPR62	NDNE
FGF11	NDNE
SESN2	NDNE
TMCC2	NDNE
WDR63	NDNE
CRYZL1	NDNE
PLCD3	NDNE
PHKG2	NDNE
C16orf59	NDNE
NARF	NDNE
LRRC30	NDNE
SERBP1	NDNE
C5orf17	NDNE
RUNDC3A	NDNE
TBC1D5	NDNE
CCNT1	NDNE
LRIT2	NDNE
OXNAD1	NDNE
PCDHB4	NDNE
UBD	NDNE
SLC6A17	NDNE
VPS52	NDNE
NKX2-4	NDNE
GPATCH11	NDNE
TRIM41	NDNE
PADI1	NDNE
CEP76	NDNE
PDHB	NDNE
TMUB1	NDNE
CITED4	NDNE
NPY5R	NDNE
OR10G9	NDNE
SDE2	NDNE
CNPY1	NDNE
CORO7-PAM16	NDNE
GPR115	NDNE
MROH2B	NDNE
IFNL2	NDNE
TSPYL6	NDNE
PGAM1	NDNE
DSCR8	NDNE
LRRC40	NDNE
ATP10A	NDNE
CCDC172	NDNE
OR9K2	NDNE
AVEN	NDNE
PRSS12	NDNE
CD109	NDNE
NPAS2	NDNE
C1orf116	NDNE
FAM174B	NDNE
NTHL1	NDNE
ZNF567	NDNE
COLCA1	NDNE
SLC25A11	NDNE
GNPDA1	NDNE
BCL2L13	NDNE
FAM129A	NDNE
HSPE1	NDNE
CYP39A1	NDNE
CPNE8	NDNE
SLC35B1	NDNE
ARL4C	NDNE
ANKRD40	NDNE
ATOH7	NDNE
SLFN11	NDNE
SLCO5A1	NDNE
ALOX15B	NDNE
C9orf147	NDNE
HIST1H1T	NDNE
THNSL2	NDNE
IGFLR1	NDNE
ENTPD4	NDNE
PRSS46	NDNE
SLC25A33	NDNE
TBC1D10B	NDNE
IFIT1	NDNE
RAP1GDS1	NDNE
METTL24	NDNE
ZNF431	NDNE
FUK	NDNE
SSUH2	NDNE
DNMBP	NDNE
IPO13	NDNE
GPR21	NDNE
TNFRSF10C	NDNE
FAM175A	NDNE
ATP6V0B	NDNE
RBBP9	NDNE
CPA5	NDNE
DONSON	NDNE
GAL	NDNE
FSIP2	NDNE
MEGF11	NDNE
ADH7	NDNE
NEK10	NDNE
ATP10D	NDNE
C6orf89	NDNE
EZH1	NDNE
ZMYND12	NDNE
SLCO1B1	NDNE
HSPA4L	NDNE
TOR1B	NDNE
CAPNS2	NDNE
DTHD1	NDNE
PRR14L	NDNE
CGA	NDNE
EBAG9	NDNE
FAM76A	NDNE
OR4B1	NDNE
LUM	NDNE
CBX3	NDNE
RBMXL1	NDNE
FGFR4	NDNE
APOBEC4	NDNE
VPS72	NDNE
FRY	NDNE
SLC24A1	NDNE
SNRNP25	NDNE
CACNB4	NDNE
OR51G2	NDNE
RNASEH2A	NDNE
SLC7A13	NDNE
C7orf73	NDNE
ASPDH	NDNE
WDR93	NDNE
GHSR	NDNE
C21orf62-AS1	NDNE
MTCL1	NDNE
SLX1B	NDNE
GDPD1	NDNE
APOA1BP	NDNE
CHPF2	NDNE
ARL8B	NDNE
DYNAP	NDNE
TMEM223	NDNE
TMCO6	NDNE
L3HYPDH	NDNE
CAPN8	NDNE
VSTM4	NDNE
YRDC	NDNE
TMIGD2	NDNE
PROKR1	NDNE
C3orf62	NDNE
CALB2	NDNE
CCDC176	NDNE
ASNSD1	NDNE
HHATL	NDNE
C17orf74	NDNE
SP140L	NDNE
HABP4	NDNE
NEDD9	NDNE
NFAM1	NDNE
SETD1A	NDNE
TMEM130	NDNE
AUNIP	NDNE
POLR3C	NDNE
HIPK4	NDNE
FNBP4	NDNE
KCNC4	NDNE
NOL3	NDNE
NPTX2	NDNE
RTN4IP1	NDNE
TMED4	NDNE
PRTG	NDNE
PSMG4	NDNE
MSRB3	NDNE
ARMC3	NDNE
KLF13	NDNE
ARHGEF38	NDNE
LYSMD3	NDNE
DIS3	NDNE
WDR53	NDNE
SLC36A1	NDNE
SORCS2	NDNE
ATG14	NDNE
NCK1	NDNE
SAMD11	NDNE
C4orf22	NDNE
IQUB	NDNE
TMEM53	NDNE
RDBP,NELFE	NDNE
NPAT	NDNE
CA1	NDNE
TAF3	NDNE
MRPL49	NDNE
INAFM1	NDNE
ABCG1	NDNE
C20orf194	NDNE
ASIC4	NDNE
HDDC2	NDNE
USH1G	NDNE
ZNF14	NDNE
INTS3	NDNE
OR2A12	NDNE
POTEE	NDNE
PNO1	NDNE
KIAA1107	NDNE
SUN3	NDNE
ARF4	NDNE
PTGDS	NDNE
FAM71D	NDNE
CDNF	NDNE
TMEM79	NDNE
C17orf104	NDNE
CCR8	NDNE
SOD3	NDNE
BHLHA15	NDNE
WDR83OS	NDNE
ELMOD1	NDNE
PALM2-AKAP2	NDNE
CS	NDNE
SLC5A11	NDNE
UBIAD1	NDNE
ASPN	NDNE
MSH4	NDNE
OR10J3	NDNE
CCDC102A	NDNE
TIMP4	NDNE
ZNF608	NDNE
TRIM10	NDNE
NUTM1	NDNE
ZNF576	NDNE
OR2A5	NDNE
FSD1L	NDNE
TTC34	NDNE
ING3	NDNE
SERPINA12	NDNE
WNT6	NDNE
ZNF131	NDNE
MPDZ	NDNE
LRRC24	NDNE
SUGP2	NDNE
SRSF4	NDNE
ZNRF3	NDNE
CRISPLD2	NDNE
PSMD1	NDNE
PAPD5	NDNE
SLC39A5	NDNE
THAP7	NDNE
TAX1BP3	NDNE
GNB4	NDNE
SPDYE1	NDNE
NAT14	NDNE
TMEM74	NDNE
TPMT	NDNE
DDEF1,ASAP1	NDNE
SPOCK3	NDNE
CLEC4C	NDNE
RAD51AP2	NDNE
TNFRSF10B	NDNE
ZBTB22	NDNE
RRS1	NDNE
DEFA6	NDNE
TRIM13	NDNE
NLGN2	NDNE
TMUB2	NDNE
NTN3	NDNE
GOSR2	NDNE
SLMO2	NDNE
TSNAX	NDNE
LINC01119	NDNE
MGST2	NDNE
TRMT13	NDNE
TCTE1	NDNE
ZNF623	NDNE
KDELR1	NDNE
FRYL	NDNE
ZBTB8OS	NDNE
ZDHHC16	NDNE
FAM72A	NDNE
ADAMTS18	NDNE
KLHDC7A	NDNE
REG4	NDNE
ARVCF	NDNE
KRT84	NDNE
NGDN	NDNE
ZNF766	NDNE
KIAA1279	NDNE
C6orf57	NDNE
MRPS5	NDNE
NUDT22	NDNE
COMMD2	NDNE
GALNT6	NDNE
DPYSL3	NDNE
ADORA1	NDNE
CRAMP1L	NDNE
RUFY1	NDNE
TMEM143	NDNE
NMRK1	NDNE
ZSCAN16	NDNE
OS9	NDNE
FAM217B	NDNE
COPS7B	NDNE
NPIPB4	NDNE
COX6C	NDNE
TRIM51	NDNE
PWWP2B	NDNE
TFF3	NDNE
PDE1A	NDNE
ENAH	NDNE
ING5	NDNE
VSTM2B	NDNE
ARHGEF26	NDNE
DCAKD	NDNE
AKNA	NDNE
DDX27	NDNE
HILPDA	NDNE
CERS4	NDNE
ZNF747	NDNE
ZCCHC24	NDNE
C20orf187	NDNE
APOL5	NDNE
SCAMP4	NDNE
GALNT8	NDNE
KIAA1524	NDNE
ZNF891	NDNE
TNFSF12-TNFSF13	NDNE
GMEB1	NDNE
FAM185A	NDNE
ZC3H12A	NDNE
FAM118B	NDNE
RAB20	NDNE
AHCYL2	NDNE
MYL12A	NDNE
RPL28	NDNE
CMTM2	NDNE
MAPK1IP1L	NDNE
KLHL31	NDNE
PCDHB17	NDNE
CIPC	NDNE
HHLA2	NDNE
NOS1AP	NDNE
CCL24	NDNE
RNF214	NDNE
PDK2	NDNE
GREB1L	NDNE
COL23A1	NDNE
PCDH12	NDNE
OR10S1	NDNE
ZNF233	NDNE
LAPTM4A	NDNE
NOM1	NDNE
ATHL1	NDNE
BPGM	NDNE
SURF4	NDNE
DHX32	NDNE
FAM220A	NDNE
GRM7	NDNE
ACTL7B	NDNE
EFHD2	NDNE
ZNF512	NDNE
STKLD1	NDNE
BLACE	NDNE
YEATS2	NDNE
OAS1	NDNE
MRPL52	NDNE
CDRT4	NDNE
KRBOX1	NDNE
TUBA1B	NDNE
CDKL1	NDNE
ANKRD10	NDNE
TMED3	NDNE
POLE4	NDNE
RCAN3	NDNE
SPP1	NDNE
ZBTB25	NDNE
NANOS2	NDNE
CCDC33	NDNE
FSTL5	NDNE
STK32C	NDNE
MRPL3	NDNE
DNAJC11	NDNE
TRIM77	NDNE
OMA1	NDNE
PSMD9	NDNE
DEFB129	NDNE
CCDC126	NDNE
ZNF17	NDNE
FAM210B	NDNE
ARHGEF39	NDNE
EXPH5	NDNE
RNF17	NDNE
ROPN1B	NDNE
TMEM262	NDNE
DZIP1	NDNE
RSAD2	NDNE
PCDHGB4	NDNE
CRABP1	NDNE
HSPBP1	NDNE
EXOSC2	NDNE
CAMK1G	NDNE
PSMD6	NDNE
ZDHHC11B	NDNE
CHP1	NDNE
CADPS2	NDNE
DIDO1	NDNE
ZNF346	NDNE
WBP4	NDNE
MXD1	NDNE
WDR74	NDNE
UGT2B7	NDNE
CISD2	NDNE
C19orf84	NDNE
MKX	NDNE
SDPR	NDNE
SLC4A11	NDNE
HAAO	NDNE
ZNF518B	NDNE
PAWR	NDNE
GABBR2	NDNE
C20orf78	NDNE
CARTPT	NDNE
MRPL32	NDNE
SOAT2	NDNE
GRAMD4	NDNE
CELF3	NDNE
TMEM176A	NDNE
PDCL2	NDNE
PIK3R4	NDNE
SNTG2	NDNE
INADL	NDNE
CD81	NDNE
CDC42EP2	NDNE
ZYG11B	NDNE
OXA1L	NDNE
CMTM1	NDNE
RAB5A	NDNE
UGT3A1	NDNE
GJD3	NDNE
MRGBP	NDNE
LAP3	NDNE
MAST3	NDNE
RELL1	NDNE
FLYWCH1	NDNE
TIGD3	NDNE
FCAR	NDNE
WDR5B	NDNE
CLDN6	NDNE
ACYP2	NDNE
DNAJC2	NDNE
CES2	NDNE
TCP10	NDNE
SPDYE2	NDNE
C14orf159	NDNE
WIPF3	NDNE
ARHGAP19-SLIT1	NDNE
FAM26F	NDNE
SPATA24	NDNE
SKA1	NDNE
NEIL3	NDNE
FABP6	NDNE
SLC26A5	NDNE
IGLON5	NDNE
EFCAB9	NDNE
ZNF33B	NDNE
NDOR1	NDNE
FAM69B	NDNE
RPL19	NDNE
SLC35G5	NDNE
PDP2	NDNE
C1orf216	NDNE
AKT2	NDNE
PPAPDC2	NDNE
OR10G8	NDNE
PLBD2	NDNE
XKR4	NDNE
KRTAP19-1	NDNE
GPR176	NDNE
C19orf70	NDNE
NRAP	NDNE
SLPI	NDNE
ATF7	NDNE
RPL4	NDNE
PCBP4	NDNE
TRIM14	NDNE
EID3	NDNE
RNF113B	NDNE
SHD	NDNE
ATPAF2	NDNE
TCERG1L	NDNE
MARCH1	NDNE
VSIG10	NDNE
RAD1	NDNE
ZNF821	NDNE
LYRM1	NDNE
CDA	NDNE
HAVCR2	NDNE
DSTN	NDNE
RANBP3	NDNE
MT1E	NDNE
HSF2BP	NDNE
MLIP	NDNE
GET4	NDNE
NOC4L	NDNE
GCOM1	NDNE
DPY19L4	NDNE
OR10T2	NDNE
STAC2	NDNE
LAMTOR5	NDNE
SSSCA1	NDNE
ZNF584	NDNE
PPP6R2	NDNE
FAM57B	NDNE
CD320	NDNE
NBPF3	NDNE
GSTO2	NDNE
ENTPD7	NDNE
OR11A1	NDNE
KCNRG	NDNE
CCDC168	NDNE
OBSL1	NDNE
IL36G	NDNE
GPR142	NDNE
TRMT44	NDNE
OR2T34	NDNE
RUNDC1	NDNE
RBM28	NDNE
LYZL1	NDNE
PCGF5	NDNE
ST7L	NDNE
ZNF675	NDNE
SOX14	NDNE
CCNYL1	NDNE
COQ3	NDNE
RNF139	NDNE
KNTC1	NDNE
GPR161	NDNE
CENPH	NDNE
PET100	NDNE
RXRG	NDNE
SH2B2	NDNE
S100A14	NDNE
FIS1	NDNE
OR6C4	NDNE
FUT7	NDNE
TP53TG3D	NDNE
KCNK15	NDNE
ZNF248	NDNE
ICE1	NDNE
MDM1	NDNE
GNG10	NDNE
HCG27	NDNE
C2orf50	NDNE
FBXO40	NDNE
KIAA1407	NDNE
TATDN1	NDNE
TMEM54	NDNE
TICAM2	NDNE
FAM149A	NDNE
ST7	NDNE
ZNF843	NDNE
HMGXB3	NDNE
APOA2	NDNE
NFU1	NDNE
ANTXR1	NDNE
PCDHA1	NDNE
SHARPIN	NDNE
TMEM165	NDNE
TSC22D1	NDNE
LYPD1	NDNE
CHURC1	NDNE
KHDRBS2	NDNE
UBE2U	NDNE
TSC22D2	NDNE
ERVFRD-1	NDNE
KTI12	NDNE
TMEM52B	NDNE
TRPM3	NDNE
TTC14	NDNE
MCEMP1	NDNE
KIF15	NDNE
PNPLA7	NDNE
SSMEM1	NDNE
SEMG1	NDNE
SUSD4	NDNE
TSPAN16	NDNE
ZNF80	NDNE
ZNF721	NDNE
HEMK1	NDNE
KIF2C	NDNE
MRPL19	NDNE
ATP5J	NDNE
CNDP1	NDNE
AAED1	NDNE
IL27RA	NDNE
HSD17B14	NDNE
STK40	NDNE
RUVBL2	NDNE
OR5W2	NDNE
PLXNB1	NDNE
GABRB1	NDNE
LRRC8A	NDNE
PDCL	NDNE
ADRA1A	NDNE
TNS4	NDNE
HCFC2	NDNE
SLC12A9	NDNE
ZNF136	NDNE
ZNF112	NDNE
NETO1	NDNE
CCDC136	NDNE
LRRC10	NDNE
DDX56	NDNE
ZNF470	NDNE
SLC12A7	NDNE
QRICH2	NDNE
RTN4RL1	NDNE
MBD5	NDNE
IGF2BP3	NDNE
PRSS7,TMPRSS15	NDNE
CELA3A	NDNE
UBQLN1	NDNE
DCDC2	NDNE
GEMIN7	NDNE
UTP6	NDNE
PROL1	NDNE
FOXE3	NDNE
CA3	NDNE
TRIM46	NDNE
P2RY1	NDNE
TMEM161A	NDNE
ATG2B	NDNE
NFRKB	NDNE
UCK1	NDNE
PHACTR3	NDNE
OR5K2	NDNE
LCN10	NDNE
HRH2	NDNE
PID1	NDNE
SLC25A2	NDNE
COPG1	NDNE
SPAG11A	NDNE
ABHD13	NDNE
FDX1L	NDNE
KIAA0247	NDNE
MME	NDNE
MAPK4	NDNE
BPIFA1	NDNE
SLC37A1	NDNE
CEPT1	NDNE
BTAF1	NDNE
SLC46A1	NDNE
MYO1D	NDNE
KCNQ5	NDNE
GADD45G	NDNE
SLC6A16	NDNE
RASL11A	NDNE
FAM178B	NDNE
CCER2	NDNE
EIF5	NDNE
SPATA17	NDNE
Sep-14	NDNE
MYRF,C11orf9	NDNE
WFDC11	NDNE
ALDOC	NDNE
C19orf24	NDNE
RPL21	NDNE
TMEM2	NDNE
KRTAP3-3	NDNE
ATP13A2	NDNE
NRIP2	NDNE
ZNF30	NDNE
LYPLA2	NDNE
LRRC29	NDNE
ADCK3	NDNE
LUC7L2	NDNE
NCKIPSD	NDNE
CDKN3	NDNE
CKAP2L	NDNE
AGPAT4	NDNE
DNAJC12	NDNE
IGFL3	NDNE
BRWD1	NDNE
GAS8-AS1	NDNE
MIOS	NDNE
SSX2IP	NDNE
USP17L28	NDNE
FBXO41	NDNE
ST3GAL5	NDNE
SLC25A30	NDNE
CCDC113	NDNE
TGFA	NDNE
SNRNP40	NDNE
TRIM16L	NDNE
BEST3	NDNE
FBXO34	NDNE
SPRR1A	NDNE
CBX5	NDNE
ASAP3	NDNE
ACOT4	NDNE
C9orf41	NDNE
LGALS9B	NDNE
PZP	NDNE
C5orf22	NDNE
NPM2	NDNE
STARD4	NDNE
TIAF1	NDNE
TTPAL	NDNE
KCNJ5	NDNE
ZBTB21	NDNE
CCDC27	NDNE
C10orf10	NDNE
SNCG	NDNE
HSPA1L	NDNE
VPS4B	NDNE
MGST3	NDNE
C11orf63	NDNE
SYT3	NDNE
RPE	NDNE
SOX13	NDNE
SYCP3	NDNE
LSM1	NDNE
FAM228B	NDNE
TTC28	NDNE
NOMO1	NDNE
CCDC153	NDNE
EVPLL	NDNE
CLEC4D	NDNE
TLCD2	NDNE
OR4L1	NDNE
DDTL	NDNE
AP2B1	NDNE
UBTF	NDNE
GNAZ	NDNE
MRPS7	NDNE
C8orf58	NDNE
CRYGA	NDNE
CRYM	NDNE
LMLN	NDNE
OR6B2	NDNE
FBXO47	NDNE
KDELC2	NDNE
HLA-DQB2	NDNE
PTPN13	NDNE
EBF4	NDNE
IDI1	NDNE
DPF3	NDNE
PRG3	NDNE
TOMM34	NDNE
SYNGR3	NDNE
ANKRD33	NDNE
C19orf73	NDNE
SLC5A10	NDNE
C7orf26	NDNE
CCDC88A	NDNE
ARHGAP25	NDNE
IP6K3	NDNE
SLC5A4	NDNE
TMEM14B	NDNE
RNF103	NDNE
BAG2	NDNE
BRSK1	NDNE
PPP4R4	NDNE
RSF1	NDNE
ZNF347	NDNE
ASCL5	NDNE
PQLC1	NDNE
TAF2	NDNE
OTUB2	NDNE
NOS1	NDNE
MIIP	NDNE
HAO2	NDNE
TBCK	NDNE
CKLF	NDNE
CNIH3	NDNE
GADL1	NDNE
RTFDC1	NDNE
RNF130	NDNE
TUBA8	NDNE
CTAGE4	NDNE
TRUB1	NDNE
NOP58	NDNE
RAP2A	NDNE
NEURL1B	NDNE
NME3	NDNE
ELMOD3	NDNE
SPRR2F	NDNE
CNN2	NDNE
EMP2	NDNE
LCE1E	NDNE
E2F8	NDNE
SLAIN1	NDNE
PER1	NDNE
CIART	NDNE
GALNT12	NDNE
C17orf47	NDNE
RBP1	NDNE
TAMM41	NDNE
GPAA1	NDNE
GGN	NDNE
UNC13C	NDNE
NRDE2	NDNE
CSNK1G3	NDNE
ARIH2OS	NDNE
C5orf56	NDNE
PSMD12	NDNE
BTC	NDNE
JMY	NDNE
BCL2L12	NDNE
PURA	NDNE
SOGA1	NDNE
RABGGTB	NDNE
GHRL	NDNE
ZSWIM1	NDNE
DMKN	NDNE
EMC4	NDNE
CDADC1	NDNE
MAB21L1	NDNE
ATP8B4	NDNE
MUC3A	NDNE
ZNF880	NDNE
MXRA7	NDNE
ITGB3BP	NDNE
ADAT3	NDNE
TBL1XR1	NDNE
ZNF214	NDNE
AP2A1	NDNE
C1QTNF9	NDNE
DEFB123	NDNE
LAMC3	NDNE
CLCNKA	NDNE
USP20	NDNE
SMIM1	NDNE
Sep-09	NDNE
KRTAP21-2	NDNE
CHMP1B	NDNE
TRIM4	NDNE
SKIV2L2	NDNE
PIGS	NDNE
LRRC45	NDNE
CYP7B1	NDNE
SNAPC3	NDNE
C9orf152	NDNE
HARBI1	NDNE
CPN2	NDNE
CASP16	NDNE
NDUFB6	NDNE
TNFAIP8L2	NDNE
PLA2G4D	NDNE
MEI4	NDNE
ERO1LB	NDNE
LILRA2	NDNE
ARSG	NDNE
MEF2BNB-MEF2B	NDNE
TNIP3	NDNE
DNASE1	NDNE
HSH2D	NDNE
C2orf56,NDUFAF7	NDNE
GCA	NDNE
SHKBP1	NDNE
MYO5B	NDNE
RASA4B	NDNE
RPLP2	NDNE
APOBEC2	NDNE
HIST1H3J	NDNE
PPP1R12C	NDNE
SETX,ALS4	NDNE
XPO7	NDNE
SMOX	NDNE
BEND6	NDNE
EPGN	NDNE
LIX1	NDNE
CLASP1	NDNE
FAM170B	NDNE
NR1H4	NDNE
KCNK1	NDNE
ZNF668	NDNE
PLCXD2	NDNE
TIMMDC1,C3orf1	NDNE
PCDHB12	NDNE
HSPBAP1	NDNE
C1orf185	NDNE
CCDC183	NDNE
METRNL	NDNE
TMEM151B	NDNE
FAM159A	NDNE
GALNT5	NDNE
SOHLH2	NDNE
RIC3	NDNE
TIMM22	NDNE
NAA60	NDNE
TAGLN2	NDNE
USB1	NDNE
KCND2	NDNE
ZC3H11A	NDNE
MARVELD2	NDNE
LAMB4	NDNE
ZNF91	NDNE
DCANP1	NDNE
SCAP	NDNE
DYX1C1	NDNE
MINOS1	NDNE
HSPA8	NDNE
KLF17	NDNE
C1QL2	NDNE
AMER2	NDNE
TEP1	NDNE
OPTC	NDNE
RPS27L	NDNE
MON1A	NDNE
C14orf132	NDNE
HTRA4	NDNE
IFNA6	NDNE
LRRC26	NDNE
MS4A8	NDNE
PECR	NDNE
GOLGA6L9	NDNE
MAVS	NDNE
SPEM1	NDNE
RFPL2	NDNE
PTGES2	NDNE
TIMM10	NDNE
MRPS24	NDNE
TMEM242	NDNE
DBNDD1	NDNE
KIAA1614	NDNE
BAZ2B	NDNE
PRRT3	NDNE
SORBS2	NDNE
ACP6	NDNE
LCLAT1	NDNE
IST1	NDNE
ZNF165	NDNE
MRPL12	NDNE
Sep-11	NDNE
GPRIN2	NDNE
LETM1	NDNE
SPTBN5	NDNE
TES	NDNE
ZACN	NDNE
OR52I2	NDNE
DCAF4L1	NDNE
PINLYP	NDNE
HECTD2	NDNE
OR2T3	NDNE
XRCC6	NDNE
UCP1	NDNE
MBOAT7	NDNE
DUSP1	NDNE
MRPL51	NDNE
ZNF667	NDNE
TPK1	NDNE
CLEC12B	NDNE
FAIM	NDNE
CNTROB	NDNE
Sep-01	NDNE
DHX36	NDNE
PIGO	NDNE
ZNF410	NDNE
PLXDC1	NDNE
ALKBH2	NDNE
PYURF	NDNE
SLCO1B7	NDNE
ILVBL	NDNE
MYO1F	NDNE
KRTAP12-1	NDNE
EP400NL	NDNE
CD37	NDNE
TAS2R20	NDNE
MRPS18A	NDNE
RNF133	NDNE
LYRM7	NDNE
TMEM219	NDNE
ZNF134	NDNE
DYNC1I2	NDNE
FOLR3	NDNE
SHPRH	NDNE
MGAT3	NDNE
MARVELD3	NDNE
TICRR	NDNE
LRRIQ4	NDNE
SPOPL	NDNE
STK38L	NDNE
NAA11	NDNE
RNASE1	NDNE
ZFYVE27	NDNE
RG9MTD2,TRMT10A	NDNE
FAM53A	NDNE
IDH3A	NDNE
SDF4	NDNE
SHCBP1L	NDNE
ZNF700	NDNE
SEPSECS	NDNE
ATP6V0A2	NDNE
PARP3	NDNE
SLC10A2	NDNE
ZNF430	NDNE
FAM196B	NDNE
OR10A5	NDNE
ACSF3	NDNE
OGFR	NDNE
NPIPB7	NDNE
ZSCAN5D	NDNE
GAR1	NDNE
ZBTB37	NDNE
SDR9C7	NDNE
ABCG4	NDNE
PNPO	NDNE
SLU7	NDNE
GNA11	NDNE
BSPRY	NDNE
HIST2H2BE	NDNE
ZFP30	NDNE
RAB15	NDNE
STRN	NDNE
ATRN	NDNE
IL15	NDNE
MT3	NDNE
ISOC1	NDNE
SPATA19	NDNE
TXLNB	NDNE
EIF2AK2	NDNE
OR4S1	NDNE
CCDC37	NDNE
BLVRA	NDNE
KRTHB6,KRT86	NDNE
FABP3	NDNE
LSM11	NDNE
P2RX2	NDNE
CACNG7	NDNE
NEFM	NDNE
C2CD2L	NDNE
GPR107	NDNE
LCN8	NDNE
RASAL3	NDNE
SPATA25	NDNE
PRSS55	NDNE
PPP1R32	NDNE
SFTA3	NDNE
SOX12	NDNE
CHP2	NDNE
HRASLS5	NDNE
MSTN	NDNE
ITK	NDNE
TMEM158	NDNE
NXPE2	NDNE
MREG	NDNE
STRIP1	NDNE
LYPD3	NDNE
ARRDC2	NDNE
DIO2	NDNE
HIST2H3A	NDNE
FUT9	NDNE
SERPINB1	NDNE
GIMAP1	NDNE
CACNG2	NDNE
FZD1	NDNE
KDSR	NDNE
SMARCD2	NDNE
TTC26	NDNE
CD1B	NDNE
TCEA3	NDNE
MALSU1	NDNE
GTF3C2	NDNE
CC2D2B	NDNE
GPR87	NDNE
CRHR1	NDNE
SPIDR	NDNE
CDK13	NDNE
CD2BP2	NDNE
RPS15A	NDNE
CCP110	NDNE
BTBD10	NDNE
KIAA0100	NDNE
ARHGAP28	NDNE
GOLPH3	NDNE
SNRPB2	NDNE
C9orf47	NDNE
IPP	NDNE
ZNF784	NDNE
NOB1	NDNE
RNF152	NDNE
GPS1	NDNE
PKN1	NDNE
OAF	NDNE
GPANK1	NDNE
OR4K15	NDNE
PIGK	NDNE
HSD3B2	NDNE
SHROOM1	NDNE
IFITM10	NDNE
NELL2	NDNE
DNAJC9-AS1	NDNE
KRT38	NDNE
TRIM50	NDNE
CLDN24	NDNE
P2RY13	NDNE
SECISBP2L	NDNE
